"year","zone","group","gender","stage","measure","value"
"2010-2011","S01001800","All","Female","S4","Ratio",100
"2009-2010","S01001800","All","Female","S4","Ratio",100
"2011-2012","S01001800","All","Female","S4","Ratio",75
"2008-2009","S01001800","All","Female","S4","Ratio",100
"2012-2013","S01001800","All","Female","S4","Ratio",100
"2010-2011","S01001800","All","All","S4","Count",17
"2009-2010","S01001800","All","All","S4","Count",12
"2004-2005","S01001800","All","All","S4","Count",19
"2010-2011","S01001800","All","Male","S4","Count",9
"2005-2006","S01001800","All","All","S4","Count",17
"2011-2012","S01001800","All","Male","S4","Count",1
"2012-2013","S01001800","All","All","S4","Count",15
"2008-2009","S01001800","All","Male","S4","Count",10
"2006-2007","S01001800","All","All","S4","Count",15
"2012-2013","S01001800","All","Male","S4","Count",9
"2007-2008","S01001800","All","All","S4","Count",20
"2009-2010","S01001800","All","Male","S4","Count",4
"2010-2011","S01001800","All","Female","S4","Count",8
"2002-2003","S01001800","All","All","S4","Count",10
"2009-2010","S01001800","All","Female","S4","Count",8
"2011-2012","S01001800","All","All","S4","Count",4
"2011-2012","S01001800","All","Female","S4","Count",3
"2008-2009","S01001800","All","Female","S4","Count",2
"2012-2013","S01001800","All","Female","S4","Count",6
"2010-2011","S01001800","All","All","S4","Ratio",100
"2011-2012","S01001800","All","All","S4","Ratio",80
"2012-2013","S01001800","All","All","S4","Ratio",100
"2002-2003","S01001800","All","All","S4","Ratio","90.9"
"2003-2004","S01001800","All","All","S4","Ratio",100
"2004-2005","S01001800","All","All","S4","Ratio",100
"2005-2006","S01001800","All","All","S4","Ratio","94.4"
"2006-2007","S01001800","All","All","S4","Ratio",100
"2007-2008","S01001800","All","All","S4","Ratio",100
"2008-2009","S01001800","All","All","S4","Ratio",100
"2009-2010","S01001800","All","All","S4","Ratio",100
"2009-2010","S01001800","Additional Support Needs","All","S4","Count",0
"2011-2012","S01001800","Additional Support Needs","All","S4","Count",0
"2010-2011","S01001800","Additional Support Needs","All","S4","Count",0
"2012-2013","S01001800","Additional Support Needs","All","S4","Count",3
"2012-2013","S01001800","Additional Support Needs","All","S4","Ratio",100
"2009-2010","S01001800","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01001800","Additional Support Needs","All","S4","Count",0
"2010-2011","S01001800","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01001800","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01001800","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01001801","All","All","S4","Count",15
"2004-2005","S01001801","All","All","S4","Ratio",100
"2010-2011","S01001801","All","Male","S4","Ratio",100
"2010-2011","S01001801","All","Female","S4","Ratio",100
"2005-2006","S01001801","All","All","S4","Ratio",100
"2011-2012","S01001801","All","Male","S4","Ratio",100
"2006-2007","S01001801","All","All","S4","Ratio","92.3"
"2008-2009","S01001801","All","Female","S4","Ratio","77.8"
"2007-2008","S01001801","All","All","S4","Ratio",100
"2008-2009","S01001801","All","Male","S4","Ratio",100
"2012-2013","S01001801","All","All","S4","Count",17
"2002-2003","S01001801","All","All","S4","Count",13
"2003-2004","S01001801","All","All","S4","Count",13
"2004-2005","S01001801","All","All","S4","Count",10
"2005-2006","S01001801","All","All","S4","Count",15
"2006-2007","S01001801","All","All","S4","Count",12
"2007-2008","S01001801","All","All","S4","Count",12
"2008-2009","S01001801","All","All","S4","Count",15
"2009-2010","S01001801","All","All","S4","Count",11
"2010-2011","S01001801","All","Male","S4","Count",5
"2011-2012","S01001801","All","Male","S4","Count",9
"2008-2009","S01001801","All","Male","S4","Count",8
"2012-2013","S01001801","All","Male","S4","Count",8
"2009-2010","S01001801","All","Male","S4","Count",5
"2010-2011","S01001801","All","Female","S4","Count",11
"2009-2010","S01001801","All","Female","S4","Count",6
"2011-2012","S01001801","All","Female","S4","Count",6
"2008-2009","S01001801","All","Female","S4","Count",7
"2012-2013","S01001801","All","Female","S4","Count",9
"2010-2011","S01001801","All","All","S4","Count",16
"2010-2011","S01001801","All","All","S4","Ratio",100
"2012-2013","S01001801","All","Male","S4","Ratio",100
"2009-2010","S01001801","All","All","S4","Ratio","91.7"
"2009-2010","S01001801","All","Female","S4","Ratio",100
"2011-2012","S01001801","All","All","S4","Ratio",100
"2008-2009","S01001801","All","All","S4","Ratio","88.2"
"2009-2010","S01001801","All","Male","S4","Ratio","83.3"
"2012-2013","S01001801","All","All","S4","Ratio",100
"2012-2013","S01001801","All","Female","S4","Ratio",100
"2002-2003","S01001801","All","All","S4","Ratio","92.9"
"2003-2004","S01001801","All","All","S4","Ratio",100
"2011-2012","S01001801","All","Female","S4","Ratio",100
"2011-2012","S01001801","Additional Support Needs","All","S4","Count",0
"2012-2013","S01001801","Additional Support Needs","All","S4","Count",0
"2010-2011","S01001801","Additional Support Needs","All","S4","Count",0
"2008-2009","S01001801","Additional Support Needs","All","S4","Count",0
"2010-2011","S01001801","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01001801","Additional Support Needs","All","S4","Count",0
"2009-2010","S01001801","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01001801","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01001801","Additional Support Needs","All","S4","Ratio",0
"2005-2006","S01001802","All","All","S4","Count",8
"2010-2011","S01001802","Additional Support Needs","All","S4","Count",0
"2006-2007","S01001802","All","All","S4","Count",11
"2009-2010","S01001802","Additional Support Needs","All","S4","Count",0
"2007-2008","S01001802","All","All","S4","Count",3
"2010-2011","S01001802","All","All","S4","Count",8
"2010-2011","S01001802","All","Male","S4","Count",4
"2012-2013","S01001802","All","All","S4","Count",8
"2011-2012","S01001802","All","Male","S4","Count",2
"2008-2009","S01001802","Additional Support Needs","All","S4","Count",0
"2012-2013","S01001802","Additional Support Needs","All","S4","Count",1
"2009-2010","S01001802","All","Male","S4","Count",6
"2009-2010","S01001802","All","All","S4","Count",11
"2012-2013","S01001802","All","Male","S4","Count",4
"2008-2009","S01001802","All","Male","S4","Count",2
"2011-2012","S01001802","Additional Support Needs","All","S4","Count",0
"2010-2011","S01001802","All","Female","S4","Count",4
"2002-2003","S01001802","All","All","S4","Count",8
"2009-2010","S01001802","All","Female","S4","Count",5
"2008-2009","S01001802","All","All","S4","Count",8
"2012-2013","S01001802","All","Female","S4","Count",4
"2003-2004","S01001802","All","All","S4","Count",4
"2011-2012","S01001802","All","All","S4","Count",10
"2008-2009","S01001802","All","Female","S4","Count",6
"2011-2012","S01001802","All","Female","S4","Count",8
"2004-2005","S01001802","All","All","S4","Count",11
"2010-2011","S01001802","All","All","S4","Ratio",100
"2008-2009","S01001802","All","All","S4","Ratio",80
"2009-2010","S01001802","All","All","S4","Ratio",100
"2011-2012","S01001802","All","All","S4","Ratio","90.9"
"2012-2013","S01001802","All","All","S4","Ratio",100
"2002-2003","S01001802","All","All","S4","Ratio",100
"2010-2011","S01001802","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01001802","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01001802","Additional Support Needs","All","S4","Ratio",0
"2012-2013","S01001802","Additional Support Needs","All","S4","Ratio",100
"2011-2012","S01001802","Additional Support Needs","All","S4","Ratio",0
"2003-2004","S01001802","All","All","S4","Ratio","57.1"
"2004-2005","S01001802","All","All","S4","Ratio",100
"2005-2006","S01001802","All","All","S4","Ratio",100
"2006-2007","S01001802","All","All","S4","Ratio","91.7"
"2007-2008","S01001802","All","All","S4","Ratio",100
"2010-2011","S01001802","All","Male","S4","Ratio",100
"2011-2012","S01001802","All","Male","S4","Ratio","66.7"
"2009-2010","S01001802","All","Male","S4","Ratio",100
"2012-2013","S01001802","All","Male","S4","Ratio",100
"2008-2009","S01001802","All","Male","S4","Ratio","66.7"
"2010-2011","S01001802","All","Female","S4","Ratio",100
"2009-2010","S01001802","All","Female","S4","Ratio",100
"2012-2013","S01001802","All","Female","S4","Ratio",100
"2008-2009","S01001802","All","Female","S4","Ratio","85.7"
"2011-2012","S01001802","All","Female","S4","Ratio",100
"2011-2012","S01001803","All","All","S4","Count",12
"2004-2005","S01001803","All","All","S4","Ratio",100
"2010-2011","S01001803","All","Male","S4","Ratio",100
"2010-2011","S01001803","All","Female","S4","Ratio",100
"2005-2006","S01001803","All","All","S4","Ratio","85.7"
"2011-2012","S01001803","All","Male","S4","Ratio","83.3"
"2006-2007","S01001803","All","All","S4","Ratio",100
"2008-2009","S01001803","All","Female","S4","Ratio",100
"2007-2008","S01001803","All","All","S4","Ratio","87.5"
"2008-2009","S01001803","All","Male","S4","Ratio",100
"2012-2013","S01001803","All","All","S4","Count",7
"2002-2003","S01001803","All","All","S4","Count",10
"2003-2004","S01001803","All","All","S4","Count",9
"2004-2005","S01001803","All","All","S4","Count",6
"2005-2006","S01001803","All","All","S4","Count",6
"2006-2007","S01001803","All","All","S4","Count",7
"2007-2008","S01001803","All","All","S4","Count",7
"2008-2009","S01001803","All","All","S4","Count",10
"2009-2010","S01001803","All","All","S4","Count",10
"2010-2011","S01001803","All","Male","S4","Count",4
"2011-2012","S01001803","All","Male","S4","Count",5
"2008-2009","S01001803","All","Male","S4","Count",8
"2012-2013","S01001803","All","Male","S4","Count",6
"2009-2010","S01001803","All","Male","S4","Count",7
"2010-2011","S01001803","All","Female","S4","Count",5
"2009-2010","S01001803","All","Female","S4","Count",3
"2011-2012","S01001803","All","Female","S4","Count",7
"2008-2009","S01001803","All","Female","S4","Count",2
"2012-2013","S01001803","All","Female","S4","Count",1
"2010-2011","S01001803","All","All","S4","Count",9
"2010-2011","S01001803","All","All","S4","Ratio",100
"2012-2013","S01001803","All","Male","S4","Ratio",100
"2009-2010","S01001803","All","All","S4","Ratio",100
"2009-2010","S01001803","All","Female","S4","Ratio",100
"2011-2012","S01001803","All","All","S4","Ratio","92.3"
"2008-2009","S01001803","All","All","S4","Ratio",100
"2009-2010","S01001803","All","Male","S4","Ratio",100
"2012-2013","S01001803","All","All","S4","Ratio",100
"2012-2013","S01001803","All","Female","S4","Ratio",100
"2002-2003","S01001803","All","All","S4","Ratio","90.9"
"2003-2004","S01001803","All","All","S4","Ratio",100
"2011-2012","S01001803","All","Female","S4","Ratio",100
"2011-2012","S01001803","Additional Support Needs","All","S4","Count",0
"2012-2013","S01001803","Additional Support Needs","All","S4","Count",0
"2010-2011","S01001803","Additional Support Needs","All","S4","Count",0
"2008-2009","S01001803","Additional Support Needs","All","S4","Count",0
"2010-2011","S01001803","Additional Support Needs","All","S4","Ratio",0
"2009-2010","S01001803","Additional Support Needs","All","S4","Count",0
"2009-2010","S01001803","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01001803","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01001803","Additional Support Needs","All","S4","Ratio",0
"2010-2011","S01001804","All","All","S4","Count",14
"2010-2011","S01001804","All","Female","S4","Ratio",100
"2010-2011","S01001804","Additional Support Needs","All","S4","Ratio",0
"2010-2011","S01001804","All","Male","S4","Count",6
"2010-2011","S01001804","All","Male","S4","Ratio",100
"2010-2011","S01001804","Additional Support Needs","All","S4","Count",0
"2010-2011","S01001804","All","Female","S4","Count",8
"2010-2011","S01001804","All","All","S4","Ratio",100
"2008-2009","S01001804","All","Male","S4","Count",3
"2008-2009","S01001804","All","Female","S4","Ratio",100
"2008-2009","S01001804","All","Male","S4","Ratio",100
"2008-2009","S01001804","All","All","S4","Ratio",100
"2008-2009","S01001804","All","All","S4","Count",6
"2008-2009","S01001804","Additional Support Needs","All","S4","Ratio",0
"2008-2009","S01001804","Additional Support Needs","All","S4","Count",0
"2008-2009","S01001804","All","Female","S4","Count",3
"2009-2010","S01001804","All","All","S4","Count",5
"2009-2010","S01001804","Additional Support Needs","All","S4","Count",0
"2009-2010","S01001804","All","Male","S4","Count",3
"2009-2010","S01001804","All","Female","S4","Count",2
"2009-2010","S01001804","All","All","S4","Ratio",100
"2009-2010","S01001804","All","Male","S4","Ratio",100
"2009-2010","S01001804","All","Female","S4","Ratio",100
"2009-2010","S01001804","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01001804","All","Female","S4","Count",5
"2011-2012","S01001804","All","Male","S4","Ratio",100
"2011-2012","S01001804","All","Female","S4","Ratio",100
"2011-2012","S01001804","Additional Support Needs","All","S4","Ratio",0
"2011-2012","S01001804","All","All","S4","Count",8
"2011-2012","S01001804","All","All","S4","Ratio",100
"2011-2012","S01001804","All","Male","S4","Count",3
"2011-2012","S01001804","Additional Support Needs","All","S4","Count",0
"2012-2013","S01001804","All","Male","S4","Count",3
"2012-2013","S01001804","Additional Support Needs","All","S4","Count",1
"2012-2013","S01001804","All","Female","S4","Count",3
"2012-2013","S01001804","All","All","S4","Ratio",100
"2012-2013","S01001804","All","Female","S4","Ratio",100
"2012-2013","S01001804","All","Male","S4","Ratio",100
"2012-2013","S01001804","Additional Support Needs","All","S4","Ratio",100
"2012-2013","S01001804","All","All","S4","Count",6
"2002-2003","S01001804","All","All","S4","Count",8
"2002-2003","S01001804","All","All","S4","Ratio",100
"2003-2004","S01001804","All","All","S4","Count",6
"2003-2004","S01001804","All","All","S4","Ratio",100
"2004-2005","S01001804","All","All","S4","Count",10
"2004-2005","S01001804","All","All","S4","Ratio",100
"2005-2006","S01001804","All","All","S4","Ratio",100
"2005-2006","S01001804","All","All","S4","Count",7
"2006-2007","S01001804","All","All","S4","Count",8
"2006-2007","S01001804","All","All","S4","Ratio",100
"2007-2008","S01001804","All","All","S4","Count",10
"2007-2008","S01001804","All","All","S4","Ratio",100
"2008-2009","S01001805","All","All","S4","Count",9
"2009-2010","S01001805","All","All","S4","Count",10
"2011-2012","S01001805","All","All","S4","Count",8
"2012-2013","S01001805","All","All","S4","Count",5
"2002-2003","S01001805","All","All","S4","Count",7
"2010-2011","S01001805","Additional Support Needs","All","S4","Count",0
"2009-2010","S01001805","Additional Support Needs","All","S4","Count",0
"2008-2009","S01001805","Additional Support Needs","All","S4","Count",0
"2012-2013","S01001805","Additional Support Needs","All","S4","Count",0
"2011-2012","S01001805","Additional Support Needs","All","S4","Count",1
"2003-2004","S01001805","All","All","S4","Count",10
"2004-2005","S01001805","All","All","S4","Count",6
"2005-2006","S01001805","All","All","S4","Count",11
"2006-2007","S01001805","All","All","S4","Count",7
"2007-2008","S01001805","All","All","S4","Count",8
"2010-2011","S01001805","All","Male","S4","Count",8
"2011-2012","S01001805","All","Male","S4","Count",6
"2009-2010","S01001805","All","Male","S4","Count",4
"2008-2009","S01001805","All","Male","S4","Count",5
"2012-2013","S01001805","All","Male","S4","Count",3
"2010-2011","S01001805","All","Female","S4","Count",1
"2012-2013","S01001805","All","Female","S4","Count",2
"2008-2009","S01001805","All","Female","S4","Count",4
